NAME,PLATFORM,YEAR,GENRE,PUBLISHER,NA_PERCENT,EU_PERCENT,JP_PERCENT,OTHER_PERCENT
SBK: Snowboard Kids,DS,2005.0,Sports,Rising Star Games,100.0,0.0,0.0,0.0
Warriors of the Lost Empire (JP sales),PSP,2007.0,Role-Playing,Mercury Games,0.0,0.0,100.0,0.0
Jojo's Bizarre Adventure,PS,1999.0,Fighting,Virgin Interactive,50.0,50.0,0.0,0.0
Lode Runner,DS,2006.0,Puzzle,Hudson Entertainment,0.0,0.0,100.0,0.0
Zathura,XB,2005.0,Adventure,Take-Two Interactive,100.0,0.0,0.0,0.0
Cities in Motion Collection,PC,2011.0,Simulation,Unknown,0.0,100.0,0.0,0.0
Evolution Snowboarding,PS2,2002.0,Sports,Konami Digital Entertainment,50.0,50.0,0.0,0.0
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007.0,Misc,Sega,0.0,0.0,100.0,0.0
Aegis of Earth: Protonovus Assault,PS4,2016.0,Action,PQube,100.0,0.0,0.0,0.0
Freedom Wings,DS,2006.0,Simulation,Natsume,100.0,0.0,0.0,0.0
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996.0,Puzzle,Compile,0.0,0.0,100.0,0.0
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,100.0,0.0
Dream Chronicles,DS,2010.0,Adventure,Zoo Games,100.0,0.0,0.0,0.0
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015.0,Action,Little Orbit,0.0,100.0,0.0,0.0
The Settlers IV,PC,2001.0,Strategy,Blue Byte,0.0,100.0,0.0,0.0
Happiness! De-Lucks,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,100.0,0.0
Mount & Blade,PC,2008.0,Role-Playing,Paradox Interactive,0.0,100.0,0.0,0.0
Doki Majo Plus,DS,2009.0,Adventure,SNK Playmore,0.0,0.0,100.0,0.0
Eureka Seven Vol. 2: The New Vision,PS2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,100.0,0.0
Love Once: Mermaid's Tears,PS3,2011.0,Adventure,Unknown,0.0,0.0,100.0,0.0
Puzzle Challenge: Crosswords and More!,PS2,2006.0,Puzzle,Crave Entertainment,50.0,50.0,0.0,0.0
Mata Hari: Betrayal is only a Kiss Away,PC,2008.0,Adventure,DTP Entertainment,0.0,100.0,0.0,0.0
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009.0,Action,D3Publisher,0.0,0.0,100.0,0.0
Muppets Party Cruise,GC,2003.0,Misc,TDK Mediactive,100.0,0.0,0.0,0.0
Quake 4,PC,2005.0,Shooter,Activision,0.0,100.0,0.0,0.0
Maximum Capacity: Hotel Giant,PC,2002.0,Strategy,JoWood Productions,0.0,100.0,0.0,0.0
Sengoku Otome: Legend Battle,PSV,2016.0,Action,Unknown,0.0,0.0,100.0,0.0
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996.0,Shooter,Gaga,0.0,0.0,100.0,0.0
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006.0,Misc,Yamasa Entertainment,0.0,0.0,100.0,0.0
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011.0,Misc,Plenty,0.0,0.0,100.0,0.0
Fritz Chess,DS,2009.0,Strategy,Deep Silver,100.0,0.0,0.0,0.0
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011.0,Adventure,Quinrose,0.0,0.0,100.0,0.0
Fuel,PC,2009.0,Racing,Codemasters,0.0,100.0,0.0,0.0
Serious Sam: Next Encounter,GC,2004.0,Shooter,Global Star,100.0,0.0,0.0,0.0
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010.0,Misc,Irem Software Engineering,0.0,0.0,100.0,0.0
Motto! SoniComi,PS3,2014.0,Simulation,Kadokawa Games,0.0,0.0,100.0,0.0
Let's Play Flight Attendant,DS,2010.0,Simulation,Deep Silver,100.0,0.0,0.0,0.0
Akai Ito DS,DS,2008.0,Adventure,Alchemist,0.0,0.0,100.0,0.0
Knight's Apprentice: Memorick's Adventures,XB,2004.0,Action,Microids,100.0,0.0,0.0,0.0
Saint,Wii,,Shooter,Unknown,100.0,0.0,0.0,0.0
Darksiders,PS3,2010.0,Action,THQ,50.0,50.0,0.0,0.0
Natsuiro no Sunadokei,PS2,2002.0,Adventure,Princess Soft,0.0,0.0,100.0,0.0
Indigo Prophecy,PC,2005.0,Adventure,Atari,0.0,100.0,0.0,0.0
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007.0,Misc,Sega,0.0,0.0,100.0,0.0
Tale of a Hero,PC,2010.0,Adventure,Daedalic,0.0,100.0,0.0,50.0
Valentino Rossi: The Game,XOne,2016.0,Racing,Namco Bandai Games,0.0,100.0,0.0,0.0
Turbo: Super Stunt Squad,PS3,2013.0,Sports,D3Publisher,0.0,100.0,0.0,0.0
FIFA Soccer 09,PC,2008.0,Sports,Electronic Arts,0.0,100.0,0.0,0.0
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006.0,Strategy,Electronic Arts,50.0,50.0,0.0,0.0
Ballblazer Champions,PS,1997.0,Sports,CTO SpA,50.0,50.0,0.0,0.0
Steal Princess,DS,,Platform,Unknown,100.0,0.0,0.0,0.0
So Blonde,PC,2008.0,Adventure,Eidos Interactive,0.0,100.0,0.0,0.0
Winter Sports 2011,X360,2011.0,Sports,DTP Entertainment,0.0,100.0,0.0,0.0
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008.0,Adventure,Alchemist,0.0,0.0,100.0,0.0
Disney's Meet the Robinsons,DS,2007.0,Action,Disney Interactive Studios,100.0,0.0,0.0,0.0
Casper's Scare School: Classroom Capers,DS,2008.0,Adventure,Blast! Entertainment Ltd,100.0,0.0,0.0,0.0
Moujuutsukai to Oujisama Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009.0,Strategy,Broccoli,0.0,0.0,100.0,0.0
Genroh,PSP,2012.0,Action,Idea Factory,0.0,0.0,100.0,0.0
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010.0,Adventure,Alchemist,0.0,0.0,100.0,0.0
Iron Phoenix,XB,2005.0,Fighting,Sega,100.0,0.0,0.0,0.0
Legend: Hand of God,PC,2007.0,Role-Playing,DTP Entertainment,0.0,100.0,0.0,0.0
Geon Cube,Wii,2009.0,Puzzle,P2 Games,100.0,0.0,0.0,0.0
Tennis no Oji-Sama: Driving Smash! Side King,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Kuon,PS2,2004.0,Adventure,Indie Games,50.0,50.0,0.0,0.0
Kannou Mukashi Banashi Portable,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010.0,Adventure,Alchemist,0.0,0.0,100.0,0.0
Diabolik Lovers: More Blood,PSV,2015.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Triple Crown Championship Snowboarding,Wii,2010.0,Sports,Destineer,100.0,0.0,0.0,0.0
UnchainBlades EXXiV,3DS,2012.0,Role-Playing,FuRyu,0.0,0.0,100.0,0.0
The Fast and the Furious,PSP,2007.0,Racing,Deep Silver,100.0,0.0,0.0,0.0
Fallout Trilogy,PC,2004.0,Role-Playing,Ubisoft,0.0,100.0,0.0,0.0
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004.0,Action,BAM! Entertainment,100.0,0.0,0.0,0.0
The Sims: Complete Collection,PC,2005.0,Simulation,Electronic Arts,50.0,50.0,0.0,0.0
Command & Conquer 3: Deluxe Edition,PC,2008.0,Strategy,Electronic Arts,0.0,100.0,0.0,0.0
Dance! It's Your Stage,PS3,2011.0,Misc,DTP Entertainment,0.0,100.0,0.0,50.0
Sacred Gold,PC,2005.0,Role-Playing,Encore,0.0,100.0,0.0,0.0
Dies Irae: Amantes Amentes,PSP,2012.0,Action,Views,0.0,0.0,100.0,0.0
Puyo Puyo! 15th Anniversary,PSP,2007.0,Puzzle,Sega,0.0,0.0,100.0,0.0
Mind over Matter,DS,2010.0,Puzzle,505 Games,100.0,0.0,0.0,0.0
The Idolmaster: Gravure For You! Vol.9,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
Discovery Kids: Snake Safari,DS,2009.0,Simulation,505 Games,100.0,0.0,0.0,0.0
Ryu-koku,PS2,2006.0,Adventure,KID,0.0,0.0,100.0,0.0
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008.0,Misc,Square Enix,0.0,0.0,100.0,0.0
Group S Challenge,XB,2003.0,Racing,Capcom,100.0,0.0,0.0,0.0
GunParade Orchestra: Midori no Shou,PS2,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,100.0,0.0
Shooter: Starfighter Sanvein,PS,2000.0,Shooter,Midas Interactive Entertainment,50.0,50.0,0.0,0.0
Jewel Master: Cradle Of Rome 2,DS,2011.0,Puzzle,Rising Star Games,0.0,100.0,0.0,0.0
Sakura Wars 1 & 2,PSP,2006.0,Strategy,Sega,0.0,0.0,100.0,0.0
Kao Challengers,PSP,2005.0,Platform,Atari,100.0,0.0,0.0,0.0
Brave: The Video Game,DS,2012.0,Action,Disney Interactive Studios,0.0,100.0,0.0,0.0
Order of War,PC,2009.0,Strategy,Square Enix,0.0,50.0,0.0,0.0
Terminator 3: The Redemption,GC,2004.0,Shooter,Atari,100.0,0.0,0.0,0.0
Painkiller,PC,2004.0,Shooter,DreamCatcher Interactive,0.0,100.0,0.0,0.0
Date A Live: Arusu Install,PS3,2014.0,Adventure,Compile Heart,0.0,0.0,100.0,0.0
Canimal Triple,PSV,2014.0,Misc,Warner Bros. Interactive Entertainment,0.0,100.0,0.0,0.0
Tengen Toppa Gurren-Lagann,DS,2007.0,Action,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Sugoi Hebereke,SNES,1994.0,Fighting,Sunsoft,0.0,0.0,100.0,0.0
Pebble Beach Golf Links,SAT,1994.0,Sports,Sega,0.0,0.0,100.0,0.0
Spider-Man: Web of Shadows,PC,2008.0,Action,Activision,0.0,100.0,0.0,0.0
Dakar 2: The World's Ultimate Rally,XB,2003.0,Racing,Acclaim Entertainment,100.0,0.0,0.0,0.0
Jelly Belly: Ballistic Beans,Wii,2009.0,Puzzle,Zoo Digital Publishing,100.0,0.0,0.0,0.0
PopCap Hits!,X360,2011.0,Misc,PopCap Games,0.0,100.0,0.0,0.0
Mario Tennis,3DS,,Sports,N/A,0.0,0.0,100.0,0.0
Higurashi Daybreak Portable Mega Edition,PSP,2009.0,Adventure,Alchemist,0.0,0.0,100.0,0.0
Dragon's Lair,DS,2010.0,Platform,Destineer,100.0,0.0,0.0,0.0
Shinken de Watashi ni Koi Shinasai! R,PS3,2012.0,Action,Minato Station,0.0,0.0,100.0,0.0
Whiteout,PS2,2002.0,Racing,Konami Digital Entertainment,50.0,50.0,0.0,0.0
Shiratsuyu no Kai,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Dungeon Defenders,PC,2011.0,Role-Playing,Unknown,100.0,0.0,0.0,0.0
Final Fantasy XIV: Heavensward,PS3,2015.0,Action,Square Enix,50.0,0.0,50.0,0.0
Sniper Elite V2,WiiU,2013.0,Shooter,505 Games,0.0,100.0,0.0,0.0
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008.0,Simulation,fonfun,0.0,0.0,100.0,0.0
XGRA: Extreme G Racing Association,GC,2003.0,Racing,Acclaim Entertainment,100.0,0.0,0.0,0.0
Command & Conquer: The First Decade,PC,2006.0,Strategy,Electronic Arts,50.0,50.0,0.0,0.0
Thomas & Friends: Hero of the Rails,Wii,2010.0,Misc,Unknown,0.0,100.0,0.0,0.0
Taito Legends 2,PS2,2006.0,Misc,Empire Interactive,50.0,50.0,0.0,0.0
World Championship Poker featuring Howard Lederer: All In,Wii,2006.0,Misc,505 Games,100.0,0.0,0.0,0.0
Kill.Switch,GBA,2004.0,Shooter,Zoo Digital Publishing,100.0,50.0,0.0,0.0
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Jinsei Game Wii,Wii,2007.0,Misc,Takara Tomy,0.0,0.0,100.0,0.0
Heavy Fire: The Chosen Few 3D,3DS,2011.0,Shooter,Mastiff,100.0,0.0,0.0,0.0
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008.0,Misc,Benesse,0.0,0.0,100.0,0.0
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016.0,Adventure,D3Publisher,0.0,0.0,100.0,0.0
Jake Hunter: Detective Chronicles,DS,2008.0,Adventure,Aksys Games,100.0,0.0,0.0,0.0
Gekka Ryouran Romance,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Don Bradman Cricket 14,PS3,2014.0,Sports,Tru Blu Entertainment,0.0,100.0,0.0,0.0
Guess the Logos,XB,2004.0,Puzzle,Sega,100.0,0.0,0.0,0.0
Ore no Yome: Anata Dake no Hanayome,X360,2010.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Crime Scene,DS,2009.0,Adventure,Nobilis,0.0,100.0,0.0,0.0
Military History: Commander - Europe at War,PSP,2009.0,Strategy,Slitherine Software,0.0,50.0,0.0,50.0
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996.0,Misc,Sonnet,0.0,0.0,100.0,0.0
Final Approach 2: 1st Priority,PS2,2008.0,Adventure,Princess Soft,0.0,0.0,100.0,0.0
Stormrise,PC,2009.0,Strategy,Sega,0.0,100.0,0.0,0.0
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016.0,Adventure,5pb,0.0,0.0,100.0,0.0
Moujuutsukai to Oujisama: Snow Bride,PS2,2011.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Detective Jinguuji Saburo: Ronde Revenge,3DS,2012.0,Action,Arc System Works,0.0,0.0,100.0,0.0
Casper: Spirit Dimensions,GC,2002.0,Platform,TDK Mediactive,100.0,0.0,0.0,0.0
Meitantei Evangelion,PS2,2007.0,Adventure,Broccoli,0.0,0.0,100.0,0.0
Tsuyo Kiss 2 Portable,PSP,2010.0,Adventure,NetRevo,0.0,0.0,100.0,0.0
Butt-Ugly Martians: Zoom or Doom!,PS2,2002.0,Racing,Vivendi Games,50.0,50.0,0.0,0.0
Mar Heaven: Karudea no Akuma,DS,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,100.0,0.0
F1 2016 (Codemasters),PC,2016.0,Racing,Codemasters,0.0,100.0,0.0,0.0
Brain Dead 13,PS,1996.0,Adventure,Coconuts Japan,50.0,50.0,0.0,0.0
Spider-Man 3,PC,2007.0,Platform,Activision,100.0,0.0,0.0,0.0
Robotics;Notes,X360,2012.0,Adventure,5pb,0.0,0.0,100.0,0.0
Hoppie,DS,2011.0,Platform,Jack of All Games,100.0,0.0,0.0,0.0
Rugby League Team Manager 2015,PC,2015.0,Action,Alternative Software,0.0,100.0,0.0,0.0
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007.0,Misc,Tecmo Koei,0.0,0.0,100.0,0.0
The Lord of the Rings Online: Mines of Moria,PC,2008.0,Role-Playing,Codemasters Online,0.0,100.0,0.0,0.0
T.A.C. Heroes : Big Red One,DS,2010.0,Strategy,Storm City Games,100.0,0.0,0.0,0.0
War Leaders: Clash of Nations,PC,2009.0,Strategy,CDV Software Entertainment,0.0,100.0,0.0,0.0
Dungeons & Dragons: Shadow over Mystara,PS3,2013.0,Role-Playing,Capcom,0.0,0.0,100.0,0.0
The King of Fighters NeoWave,XB,2006.0,Fighting,SNK Playmore,100.0,0.0,0.0,0.0
Super PickUps,PS2,2007.0,Racing,XS Games,50.0,50.0,0.0,0.0
Puzzle Quest: Challenge of the Warlords,PSP,2007.0,Puzzle,D3Publisher,50.0,0.0,0.0,0.0
Aquanaut's Holiday,PS,1995.0,Adventure,Sony Computer Entertainment,50.0,50.0,0.0,0.0
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007.0,Adventure,Marvelous Interactive,0.0,0.0,100.0,0.0
Runaway: A Twist of Fate,DS,,Adventure,Focus Home Interactive,0.0,100.0,0.0,0.0
Hot 'n' Cold,DS,2009.0,Action,Majesco Entertainment,100.0,0.0,0.0,0.0
Nisenochigiri,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003.0,Sports,Aspyr,50.0,50.0,0.0,0.0
The Testament of Sherlock Holmes,X360,2012.0,Adventure,Focus Home Interactive,0.0,100.0,0.0,0.0
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002.0,Action,Takara,0.0,0.0,100.0,0.0
Last Escort,PS2,2006.0,Adventure,D3Publisher,0.0,0.0,100.0,0.0
Meikyuu Cross Blood: Reloaded,X360,2011.0,Action,Unknown,0.0,0.0,100.0,0.0
Livly Garden,DS,2010.0,Simulation,Marvelous Interactive,0.0,0.0,100.0,0.0
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005.0,Misc,N/A,50.0,50.0,0.0,0.0
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011.0,Role-Playing,Starfish,0.0,0.0,100.0,0.0
Commando: Steel Disaster,DS,2008.0,Shooter,Lexicon Entertainment,100.0,0.0,0.0,0.0
Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006.0,Adventure,Alchemist,0.0,0.0,100.0,0.0
Hellgate: London,PC,2007.0,Role-Playing,Electronic Arts,0.0,100.0,0.0,0.0
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008.0,Fighting,Marvelous Interactive,0.0,0.0,100.0,0.0
The Awakened Fate Ultimatum,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.0,0.0,100.0,0.0
Gal Gun,PS3,2012.0,Shooter,Alchemist,0.0,0.0,100.0,0.0
Chuck E. Cheese's Super Collection,Wii,2011.0,Action,UFO Interactive,100.0,0.0,0.0,0.0
Hakuouki: Yuugi Roku DS,DS,2011.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Mystery Tales 2: The Spirit Mask,DS,2011.0,Puzzle,Unknown,0.0,100.0,0.0,0.0
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015.0,Action,Little Orbit,0.0,100.0,0.0,0.0
Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005.0,Role-Playing,Konami Digital Entertainment,50.0,50.0,0.0,0.0
Dead Rising,PS4,2016.0,Action,Capcom,50.0,0.0,0.0,0.0
Homefront: The Revolution,PC,2016.0,Shooter,Deep Silver,0.0,100.0,0.0,0.0
Toki no Kizuna: Hanayui Tsuzuri,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
The Technomancer,XOne,2016.0,Role-Playing,Focus Home Interactive,50.0,50.0,0.0,0.0
Rinne no Lagrange: Kamogawa Days,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,100.0,0.0
TOCA Race Driver 3,PC,2006.0,Racing,Codemasters,0.0,100.0,0.0,0.0
Airport Simulator,PC,2011.0,Simulation,Unknown,0.0,100.0,0.0,0.0
Casper's Scare School: Spooky Sports Day,Wii,2009.0,Sports,Blast! Entertainment Ltd,100.0,0.0,0.0,0.0
Code R,SAT,1998.0,Adventure,Quintet,0.0,0.0,100.0,0.0
The Idolmaster: Gravure For You! Vol.8,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
Disney Sports Football,GBA,2002.0,Sports,Unknown,50.0,50.0,0.0,0.0
Oil Rush,PC,2012.0,Strategy,Iceberg Interactive,0.0,100.0,0.0,0.0
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014.0,Shooter,Activision,100.0,0.0,0.0,0.0
Chicken Hunter,DS,2007.0,Shooter,Phoenix Games,100.0,0.0,0.0,0.0
Hakuoki: Shinkai - Furi no Shou,PSV,2015.0,Action,Idea Factory,0.0,0.0,100.0,0.0
Demolition Company: Gold Edition,PC,2011.0,Simulation,N/A,0.0,100.0,0.0,0.0
Headhunter: Redemption,XB,2004.0,Action,Sega,100.0,0.0,0.0,0.0
Onechanbara Special,PSP,2011.0,Action,D3Publisher,0.0,0.0,100.0,0.0
Daikaijuu Battle: Ultra Coliseum,Wii,2008.0,Fighting,Namco Bandai Games,0.0,0.0,100.0,0.0
Saki: Achiga-Hen Portable,PSP,2013.0,Adventure,Alchemist,0.0,0.0,100.0,0.0
Bella Sara 2 - The Magic of Drasilmare,3DS,2013.0,Adventure,Big Ben Interactive,0.0,100.0,0.0,0.0
Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008.0,Misc,Dorart,0.0,0.0,100.0,0.0
Polar Bowler,DS,2008.0,Sports,Mumbo Jumbo,100.0,0.0,0.0,0.0
Prehistorik Man,GBA,2001.0,Platform,THQ,50.0,50.0,0.0,0.0
F1 2002,GBA,2002.0,Racing,"Destination Software, Inc",50.0,50.0,0.0,0.0
Chicago Enforcer,XB,2005.0,Shooter,Kemco,100.0,0.0,0.0,0.0
Jinguuji Saburou DS: Akai Chou,DS,2010.0,Adventure,Arc System Works,0.0,0.0,100.0,0.0
Dance Dance Revolution Extra Mix,PS,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,100.0,0.0
UnchainBlades EXXiV,PSP,2012.0,Role-Playing,FuRyu,0.0,0.0,100.0,0.0
Princess Isabella: A Witch's Curse,Wii,2010.0,Adventure,Destineer,100.0,0.0,0.0,0.0
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,100.0,0.0
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,100.0,0.0
Pippa Funnell: Ranch Rescue,Wii,2007.0,Adventure,Ubisoft,0.0,100.0,0.0,0.0
Jewel Link: Galactic Quest,DS,2012.0,Action,Avanquest Software,0.0,100.0,0.0,0.0
Super Bowling,N64,1999.0,Sports,Athena,100.0,0.0,0.0,0.0
Rat Attack!,N64,2000.0,Puzzle,Mindscape,100.0,0.0,0.0,0.0
Kawaii Koinu DS 3,DS,2010.0,Simulation,MTO,0.0,0.0,100.0,0.0
Chuugen no Hasha: Sangoku Shouseiden,PSP,2006.0,Strategy,Namco Bandai Games,0.0,0.0,100.0,0.0
Chevrolet Camaro: Wild Ride,DS,2010.0,Racing,Storm City Games,100.0,0.0,0.0,0.0
The Sims 2: Happy Holiday Stuff,PC,2006.0,Simulation,Electronic Arts,50.0,50.0,0.0,0.0
Largo Winch .// Commando Sar,PS,2002.0,Adventure,Ubisoft,50.0,50.0,0.0,0.0
Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011.0,Adventure,Quinrose,0.0,0.0,100.0,0.0
Cross Treasures,DS,2009.0,Role-Playing,Square Enix,0.0,0.0,100.0,0.0
Ruff Trigger: The Vanocore Conspiracy,PS2,2006.0,Platform,Natsume,50.0,50.0,0.0,0.0
Silent Bomber,PS,1999.0,Action,Virgin Interactive,50.0,50.0,0.0,0.0
Samurai & Dragons,PSV,2012.0,Action,Sega,0.0,0.0,100.0,0.0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015.0,Misc,Namco Bandai Games,0.0,0.0,100.0,0.0
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011.0,Role-Playing,Starfish,0.0,0.0,100.0,0.0
TalkMan,PSP,2006.0,Misc,Sony Computer Entertainment,0.0,0.0,100.0,0.0
XGRA: Extreme G Racing Association,XB,2003.0,Racing,Acclaim Entertainment,100.0,0.0,0.0,0.0
Uta no * Prince-Sama,PSP,2010.0,Adventure,Broccoli,0.0,0.0,100.0,0.0
Ridge Racer Unbounded,PC,2012.0,Racing,Namco Bandai Games,0.0,100.0,0.0,0.0
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012.0,Role-Playing,Starfish,0.0,0.0,100.0,0.0
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006.0,Misc,Sega,0.0,0.0,100.0,0.0
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
Invizimals: The Resistance,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,100.0,0.0,0.0
Anima - Gate of Memories,PS4,2016.0,Action,Avanquest,0.0,100.0,0.0,0.0
B-17: Fortress in the Sky,DS,2007.0,Simulation,DSI Games,100.0,0.0,0.0,0.0
Mushishi: Amefuru Sato,DS,2008.0,Simulation,Marvelous Interactive,0.0,0.0,100.0,0.0
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012.0,Action,Comfort,0.0,0.0,100.0,0.0
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,100.0,0.0
Motocross Mania 3,XB,2005.0,Racing,Take-Two Interactive,50.0,0.0,0.0,0.0
Psycho-Pass: Mandatory Happiness,PSV,2016.0,Adventure,Nippon Ichi Software,0.0,50.0,50.0,0.0
ESPN MLS ExtraTime 2002,GC,2002.0,Sports,Konami Digital Entertainment,100.0,0.0,0.0,0.0
Winning Post 7: Maximum 2007,PS2,2007.0,Sports,Tecmo Koei,0.0,0.0,100.0,0.0
Resident Evil: Umbrella Corps,PS4,2016.0,Action,Capcom,0.0,0.0,100.0,0.0
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010.0,Action,Russel,0.0,0.0,100.0,0.0
Vitamin R,PSP,2013.0,Adventure,D3Publisher,0.0,0.0,100.0,0.0
Fist of the North Star: Ken's Rage 2,WiiU,2013.0,Fighting,Tecmo Koei,0.0,0.0,100.0,0.0
Maximum Racing: Crash Car Racer,Wii,2010.0,Racing,Nordic Games,50.0,50.0,0.0,0.0
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006.0,Action,Atari,50.0,50.0,0.0,0.0
Deus Ex: Mankind Divided,PC,2016.0,Role-Playing,Square Enix,0.0,100.0,0.0,0.0
Guitar Freaks V2 & DrumMania V2,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Backyard Baseball '09,PS2,2008.0,Sports,Atari,50.0,50.0,0.0,0.0
Puzzle City,DS,2009.0,Puzzle,Destineer,100.0,0.0,0.0,0.0
Gakuen K: Wonderful School Days,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Worms,X360,2007.0,Strategy,Microsoft Game Studios,0.0,100.0,0.0,0.0
RollerCoaster Tycoon World,PC,2016.0,Simulation,Atari,0.0,100.0,0.0,0.0
Pastel Chime Continue,PSP,2010.0,Adventure,5pb,0.0,0.0,100.0,0.0
Trapped Dead,PC,2011.0,Strategy,Iceberg Interactive,0.0,100.0,0.0,0.0
Super Fruit Fall,Wii,2006.0,Puzzle,System 3 Arcade Software,50.0,0.0,0.0,0.0
Zwei!!,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,100.0,0.0
Pump It Up: Exceed,XB,2005.0,Misc,Mastiff,50.0,0.0,0.0,0.0
